Date,Match,Competition,Duration,Team,Scheme,Goals,xG,Shots / on target,,,Passes / accurate,,,"Possession, %",Losses / Low / Medium / High,,,,Recoveries / Low / Medium / High,,,,Duels / won,,,Shots from outside penalty area / on target,,,Positional attacks / with shots,,,Counterattacks / with shots,,,Set pieces / with shots,,,Corners / with shots,,,Free kicks / with shots,,,Penalties / converted,,,Crosses / accurate,,,Deep completed crosses,Deep completed passes,Penalty area entries (runs / crosses),,,Touches in penalty area,Offensive duels / won,,,Offsides,Conceded goals,Shots against / on target,,,Defensive duels / won,,,Aerial duels / won,,,Sliding tackles / successful,,,Interceptions,Clearances,Fouls,Yellow cards,Red cards,Forward passes / accurate,,,Back passes / accurate,,,Lateral passes / accurate,,,Long passes / accurate,,,Passes to final third / accurate,,,Progressive passes / accurate,,,Smart passes / accurate,,,Throw ins / accurate,,,Goal kicks,Match tempo,Average passes per possession,Long pass %,Average shot distance,Average pass length,PPDA
2025-09-14,UCONN Huskies - Maine Blackbears 3:1,United States. NCAA D1 Non-conference matches (W),99,UCONN Huskies,4-2-3-1 (100.0%),3,1.66,10,5,50,385,260,67.53,44.86,160,15,64,81,114,38,51,25,314,166,52.87,4,1,25,44,7,15.91,0,0,0,25,2,8,6,1,16.67,3,0,0,1,1,100,16,4,25,4,10,29,4,7,20,127,40,31.5,1,1,12,4,33.33,121,96,79.34,37,19,51.35,1,0,0,37,12,8,1,0,165,98,59.39,57,50,87.72,93,66,70.97,71,35,49.3,65,32,49.23,87,55,63.22,0,0,0,38,32,84.21,11,16.16,2.55,18.44,17.91,20.4,7.69
2025-09-14,UCONN Huskies - Maine Blackbears 3:1,United States. NCAA D1 Non-conference matches (W),99,Maine Blackbears,4-2-3-1 (100.0%),1,1.24,12,4,33.33,451,325,72.06,55.14,164,38,72,54,112,56,48,8,314,139,44.27,6,3,50,30,8,26.67,0,0,0,21,4,19.05,3,1,33.33,1,1,100,0,0,0,7,0,0,1,2,13,4,4,8,121,25,20.66,0,3,10,5,50,127,87,68.5,37,15,40.54,2,2,100,69,21,8,1,0,177,106,59.89,55,46,83.64,135,111,82.22,70,24,34.29,49,16,32.65,71,23,32.39,0,0,0,48,37,77.08,9,15.4,3.01,15.52,21.47,17.84,5.39
2025-09-12,Rhode Island Rhody - UCONN Huskies 0:2,United States. NCAA D1 Non-conference matches (W),97,UCONN Huskies,4-1-3-2 (100.0%),2,2.44,14,6,42.86,385,260,67.53,54.2,176,15,89,72,124,57,50,17,351,175,49.86,4,0,0,44,12,27.27,0,0,0,25,2,8,4,2,50,2,1,50,0,0,0,20,10,50,10,1,24,4,13,17,142,45,31.69,5,0,14,5,35.71,102,74,72.55,66,39,59.09,2,1,50,35,10,7,0,0,186,106,56.99,47,41,87.23,101,73,72.28,77,36,46.75,58,24,41.38,84,49,58.33,0,0,0,39,32,82.05,15,14.16,2.47,20,13.71,21.77,6.64
2025-09-12,Rhode Island Rhody - UCONN Huskies 0:2,United States. NCAA D1 Non-conference matches (W),97,Rhode Island Rhody,4-1-4-1 (100.0%),0,1.16,14,5,35.71,341,227,66.57,45.8,169,24,61,84,127,46,65,16,351,165,47.01,10,4,40,41,13,31.71,0,0,0,22,1,4.55,2,0,0,1,1,100,0,0,0,14,4,28.57,4,3,22,4,8,12,102,28,27.45,1,2,14,8,57.14,142,97,68.31,66,23,34.85,3,1,33.33,47,14,9,1,0,164,96,58.54,43,37,86.05,103,73,70.87,72,27,37.5,83,38,45.78,73,54,73.97,0,0,0,25,18,72,9,14.84,2.47,21.11,22.07,21.82,5.81
2025-09-05,Yale Bulldogs - UCONN Huskies 0:1,United States. NCAA D1 Non-conference matches (W),104,UCONN Huskies,4-2-3-1 (100.0%),1,1.6,14,5,35.71,304,215,70.72,33.11,126,17,57,52,93,38,46,9,240,118,49.17,6,1,16.67,29,5,17.24,5,5,100,25,2,8,2,0,0,7,0,0,0,0,0,10,1,10,2,0,16,9,5,13,88,31,35.23,3,0,6,3,50,99,65,65.66,19,5,26.32,2,1,50,43,12,15,1,0,156,96,61.54,39,38,97.44,56,43,76.79,47,19,40.43,41,22,53.66,59,35,59.32,2,2,100,32,25,78.13,5,15.34,2.45,15.46,21.18,17.61,12.47
2025-09-05,Yale Bulldogs - UCONN Huskies 0:1,United States. NCAA D1 Non-conference matches (W),104,Yale Bulldogs,4-3-3 (100.0%),0,1.11,6,3,50,571,477,83.54,66.89,130,19,49,62,90,39,42,9,240,113,47.08,2,0,0,22,2,9.09,1,1,100,29,2,6.9,2,0,0,2,0,0,1,0,0,12,2,16.67,1,4,21,9,5,14,99,34,34.34,1,1,14,5,35.71,88,57,64.77,19,13,68.42,0,0,0,39,21,17,2,0,185,132,71.35,81,76,93.83,258,236,91.47,54,22,40.74,60,35,58.33,74,48,64.86,1,0,0,28,24,85.71,9,14.27,4.64,9.46,17.28,19.64,6.13
2025-08-31,Rutgers Scarlet Knights - UCONN Huskies 0:0,United States. NCAA D1 Non-conference matches (W),109,UCONN Huskies,4-3-2-1 (100.0%),0,0.47,9,3,33.33,401,291,72.57,46.58,118,20,43,55,85,38,38,9,253,104,41.11,3,1,33.33,41,7,17.07,0,0,0,23,2,8.7,6,1,16.67,3,0,0,0,0,0,16,1,6.25,2,7,23,3,8,13,109,23,21.1,5,0,12,4,33.33,98,61,62.24,28,11,39.29,3,2,66.67,33,15,14,4,0,169,106,62.72,65,58,89.23,98,76,77.55,58,32,55.17,56,27,48.21,85,46,54.12,1,1,100,35,31,88.57,9,16.7,2.82,14.46,20.04,18.89,11.93
2025-08-31,Rutgers Scarlet Knights - UCONN Huskies 0:0,United States. NCAA D1 Non-conference matches (W),109,Rutgers Scarlet Knights,4-2-3-1 (100.0%),0,0.3,12,4,33.33,401,285,71.07,53.42,146,21,55,70,109,55,40,14,253,146,57.71,9,3,33.33,32,10,31.25,0,0,0,31,0,0,3,1,33.33,4,0,0,0,0,0,5,1,20,1,5,15,3,5,7,98,37,37.76,1,0,9,3,33.33,109,86,78.9,28,16,57.14,4,4,100,42,9,10,1,0,176,96,54.55,48,43,89.58,125,107,85.6,54,18,33.33,53,26,49.06,83,41,49.4,1,1,100,34,28,82.35,9,14.57,2.75,13.47,24.15,18.92,7.51
2025-08-29,UCONN Huskies - Brown Bears 0:1,United States. NCAA D1 Non-conference matches (W),102,UCONN Huskies,4-2-3-1 (71.24%),0,0.54,5,2,40,405,292,72.1,60.03,163,25,73,65,111,55,41,15,287,146,50.87,3,1,33.33,27,4,14.81,0,0,0,29,1,3.45,4,1,25,4,0,0,0,0,0,17,3,17.65,2,1,20,2,11,5,100,31,31,0,1,10,3,30,110,80,72.73,42,21,50,5,3,60,38,23,6,0,0,163,103,63.19,56,46,82.14,129,102,79.07,78,36,46.15,53,30,56.6,77,42,54.55,1,0,0,38,29,76.32,13,12.47,2.77,19.26,18.54,21.44,7.57
2025-08-29,UCONN Huskies - Brown Bears 0:1,United States. NCAA D1 Non-conference matches (W),102,Brown Bears,4-3-1-2 (50.12%),1,0.85,10,3,30,302,192,63.58,39.97,162,27,55,80,99,34,49,16,287,128,44.6,2,2,100,43,9,20.93,1,0,0,20,1,5,5,1,20,1,0,0,0,0,0,10,1,10,2,2,16,9,5,14,110,30,27.27,0,0,5,3,60,100,69,69,42,17,40.48,6,4,66.67,38,27,13,1,0,153,88,57.52,40,32,80,75,54,72,59,24,40.68,56,32,57.14,76,43,56.58,1,1,100,47,39,82.98,9,13.97,1.99,19.54,17.19,19.05,7.16
2025-08-24,Texas A&M Aggies - UCONN Huskies 2:1,United States. NCAA D1 Non-conference matches (W),103,UCONN Huskies,4-2-3-1 (100.0%),1,0.64,8,2,25,358,253,70.67,53.83,125,27,50,48,92,53,32,7,272,121,44.49,4,1,25,27,3,11.11,0,0,0,25,3,12,3,1,33.33,4,0,0,0,0,0,16,3,18.75,3,1,19,1,11,6,95,23,24.21,1,2,15,2,13.33,102,66,64.71,41,20,48.78,0,0,0,44,11,13,1,0,155,98,63.23,55,46,83.64,101,85,84.16,71,33,46.48,50,28,56,72,38,52.78,0,0,0,46,35,76.09,13,13.55,2.54,19.83,25.62,19.97,8.03
2025-08-24,Texas A&M Aggies - UCONN Huskies 2:1,United States. NCAA D1 Non-conference matches (W),103,Texas A&M Aggies,4-2-3-1 (100.0%),2,1.78,15,2,13.33,313,217,69.33,46.17,139,18,53,68,109,37,54,18,272,136,50,5,0,0,36,10,27.78,0,0,0,24,5,20.83,6,3,50,6,2,33.33,0,0,0,14,1,7.14,2,8,20,5,4,23,102,36,35.29,1,1,8,2,25,95,72,75.79,41,15,36.59,5,3,60,45,9,10,1,0,141,81,57.45,49,45,91.84,85,71,83.53,52,21,40.38,60,31,51.67,81,49,60.49,2,2,100,32,27,84.38,4,13.81,2.28,16.61,16.37,22.56,6.88
2025-08-18,UCONN Huskies - Stony Brook Seawolves 1:0,United States. NCAA D1 Non-conference matches (W),95,UCONN Huskies,4-4-2 (34.19%),1,0.94,15,4,26.67,428,330,77.1,63.16,141,12,31,98,99,33,43,23,216,96,44.44,8,1,12.5,54,12,22.22,0,0,0,20,3,15,6,2,33.33,3,1,33.33,0,0,0,24,8,33.33,7,3,33,2,14,17,88,32,36.36,0,0,4,2,50,37,22,59.46,59,28,47.46,3,0,0,25,14,10,0,0,148,94,63.51,51,50,98.04,190,158,83.16,45,20,44.44,74,39,52.7,78,58,74.36,0,0,0,40,31,77.5,6,13.24,3.42,10.51,19.76,21.02,6.17
